ActivitiesTrainersID,ActivityID,TrainerID,IsHeadTrainer
1700,700,1700,false
1701,701,1701,false
1702,702,1702,false
1703,703,1703,false
1704,704,1704,false
1705,705,1705,false
1706,706,1706,false
1707,707,1707,false
1708,708,1708,false
1709,709,1709,false
1710,710,1710,false
1711,711,1711,false
1712,712,1712,false
1713,713,1713,false
1714,714,1714,false
1715,715,1715,false
1716,716,1716,false
1717,717,1717,false
1718,718,1718,false
1719,719,1719,false
1720,720,1720,false
1721,721,1721,false
1722,722,1722,false
1723,723,1723,false
1724,724,1724,false
1725,725,1725,false
1726,726,1726,false
1727,727,1727,false
1728,728,1728,false
1729,729,1729,false
1730,730,1730,false
1731,731,1731,false
1732,732,1732,false
1733,733,1733,false
1734,734,1734,false
1735,735,1735,false
1736,736,1736,false
1737,737,1737,false
1738,738,1738,false
1739,739,1739,false
1740,740,1740,false
1741,741,1741,false
1742,742,1742,false
1743,743,1743,false
1744,744,1744,false
1745,745,1745,false
1746,746,1746,false
1747,747,1747,false
1748,748,1748,false
1749,749,1749,false
1750,750,1750,false
1751,751,1751,false
1752,752,1752,false
1753,753,1753,false
1754,754,1754,false
1755,755,1755,false
1756,756,1756,false
1757,757,1757,false
1758,758,1758,false
1759,759,1759,false
1760,760,1760,false
1761,761,1761,false
1762,762,1762,false
1763,763,1763,false
1764,764,1764,false
1765,765,1765,false
1766,766,1766,false
1767,767,1767,false
1768,768,1768,false
1769,769,1769,false
1770,770,1770,false
1771,771,1771,false
1772,772,1772,false
1773,773,1773,false
1774,774,1774,false
1775,775,1775,false
1776,776,1776,false
1777,777,1777,false
1778,778,1778,false
1779,779,1779,false
1780,780,1780,false
1781,781,1781,false
1782,782,1782,false
1783,783,1783,false
1784,784,1784,false
1785,785,1785,false
1786,786,1786,false
1787,787,1787,false
1788,788,1788,false
1789,789,1789,false
1790,790,1790,false
1791,791,1791,false
1792,792,1792,false
1793,793,1793,false
1794,794,1794,false
1795,795,1795,false
1796,796,1796,false
1797,797,1797,false
1798,798,1798,false
1799,799,1799,false
1800,800,1800,false
1801,801,1801,false
1802,802,1802,false
1803,803,1803,false
1804,804,1804,false
1805,805,1805,false
1806,806,1806,false
1807,807,1807,false
1808,808,1808,false
1809,809,1809,false
1810,810,1810,false
1811,811,1811,false
1812,812,1812,false
1813,813,1813,false
1814,814,1814,false
1815,815,1815,false
1816,816,1816,false
1817,817,1817,false
1818,818,1818,false
1819,819,1819,false
1820,820,1820,false
1821,821,1821,false
1822,822,1822,false
1823,823,1823,false
1824,824,1824,false
1825,825,1825,false
1826,826,1826,false
1827,827,1827,false
1828,828,1828,false
1829,829,1829,false
1830,830,1830,false
1831,831,1831,false
1832,832,1832,false
1833,833,1833,false
1834,834,1834,false
1835,835,1835,false
1836,836,1836,false
1837,837,1837,false
1838,838,1838,false
1839,839,1839,false
1840,840,1840,false
1841,841,1841,false
1842,842,1842,false
1843,843,1843,false
1844,844,1844,false
1845,845,1845,false
1846,846,1846,false
1847,847,1847,false
1848,848,1848,false
1849,849,1849,false
1850,850,1850,false
1851,851,1851,false
1852,852,1852,false
1853,853,1853,false
1854,854,1854,false
1855,855,1855,false
1856,856,1856,false
1857,857,1857,false
1858,858,1858,false
1859,859,1859,false
1860,860,1860,false
1861,861,1861,false
1862,862,1862,false
1863,863,1863,false
1864,864,1864,false
1865,865,1865,false
1866,866,1866,false
1867,867,1867,false
1868,868,1868,false
1869,869,1869,false
1870,870,1870,false
1871,871,1871,false
1872,872,1872,false
1873,873,1873,false
1874,874,1874,false
1875,875,1875,false
1876,876,1876,false
1877,877,1877,false
1878,878,1878,false
1879,879,1879,false
1880,880,1880,false
1881,881,1881,false
1882,882,1882,false
1883,883,1883,false
1884,884,1884,false
1885,885,1885,false
1886,886,1886,false
1887,887,1887,false
1888,888,1888,false
1889,889,1889,false
1890,890,1890,false
1891,891,1891,false
1892,892,1892,false
1893,893,1893,false
1894,894,1894,false
1895,895,1895,false
1896,896,1896,false
1897,897,1897,false
1898,898,1898,false
1899,899,1899,false
1900,900,1900,false
1901,901,1901,false
1902,902,1902,false
1903,903,1903,false
1904,904,1904,false
1905,905,1905,false
1906,906,1906,false
1907,907,1907,false
1908,908,1908,false
1909,909,1909,false
1910,910,1910,false
1911,911,1911,false
1912,912,1912,false
1913,913,1913,false
1914,914,1914,false
1915,915,1915,false
1916,916,1916,false
1917,917,1917,false
1918,918,1918,false
1919,919,1919,false
1920,920,1920,false
1921,921,1921,false
1922,922,1922,false
1923,923,1923,false
1924,924,1924,false
1925,925,1925,false
1926,926,1926,false
1927,927,1927,false
1928,928,1928,false
1929,929,1929,false
1930,930,1930,false
1931,931,1931,false
1932,932,1932,false
1933,933,1933,false
1934,934,1934,false
1935,935,1935,false
1936,936,1936,false
1937,937,1937,false
1938,938,1938,false
1939,939,1939,false
1940,940,1940,false
1941,941,1941,false
1942,942,1942,false
1943,943,1943,false
1944,944,1944,false
1945,945,1945,false
1946,946,1946,false
1947,947,1947,false
1948,948,1948,false
1949,949,1949,false
1950,950,1950,false
1951,951,1951,false
1952,952,1952,false
1953,953,1953,false
1954,954,1954,false
1955,955,1955,false
1956,956,1956,false
1957,957,1957,false
1958,958,1958,false
1959,959,1959,false
1960,960,1960,false
1961,961,1961,false
1962,962,1962,false
1963,963,1963,false
1964,964,1964,false
1965,965,1965,false
1966,966,1966,false
1967,967,1967,false
1968,968,1968,false
1969,969,1969,false
1970,970,1970,false
1971,971,1971,false
1972,972,1972,false
1973,973,1973,false
1974,974,1974,false
1975,975,1975,false
1976,976,1976,false
1977,977,1977,false
1978,978,1978,false
1979,979,1979,false
1980,980,1980,false
1981,981,1981,false
1982,982,1982,false
1983,983,1983,false
1984,984,1984,false
1985,985,1985,false
1986,986,1986,false
1987,987,1987,false
1988,988,1988,false
1989,989,1989,false
1990,990,1990,false
1991,991,1991,false
1992,992,1992,false
1993,993,1993,false
1994,994,1994,false
1995,995,1995,false
1996,996,1996,false
1997,997,1997,false
1998,998,1998,false
1999,999,1999,false
2000,1000,2000,false
