ActivitiesMembersID,ActivityID,MemberID
1208,122,1974
1209,692,1406
1210,560,1655
1211,205,1209
1212,664,1205
1213,500,1983
1214,201,1378
1215,414,1652
1216,175,1281
1217,51,1598
1218,756,1293
1219,212,1738
1220,943,1823
1221,290,1136
1222,929,1574
1223,503,1950
1224,79,1819
1225,665,1865
1226,719,1916
1227,685,1134
1228,446,1169
1229,857,1969
1230,108,1938
1231,193,1912
1232,319,1300
1233,884,1869
1234,875,1972
1235,874,1201
1236,192,1537
1237,141,1475
1238,365,1691
1239,180,1736
1240,748,1872
1241,487,1352
1242,318,1191
1243,741,1137
1244,306,1332
1245,30,1813
1246,858,1753
1247,209,1841
1248,224,1386
1249,243,1383
1250,50,1427
1251,498,1543
1252,211,1321
1253,595,1514
1254,626,1803
1255,746,1224
1256,978,1838
1257,188,1337
1258,301,1660
1259,22,1897
1260,96,1836
1261,843,1547
1262,562,1485
1263,613,1626
1264,23,1181
1265,757,1203
1266,905,1412
1267,868,1704
1268,630,1784
1269,526,1462
1270,570,1594
1271,541,1730
1272,49,1577
1273,622,1098
1274,583,1133
1275,567,1741
1276,726,1989
1277,470,1350
1278,94,1223
1279,31,1752
1280,101,1898
1281,483,1821
1282,379,1076
1283,519,1393
1284,933,1027
1285,373,1068
1286,660,1788
1287,437,1932
1288,402,1715
1289,564,1049
1290,95,1196
1291,985,1774
1292,423,1435
1293,442,1147
1294,892,1213
1295,815,1400
1296,970,1885
1297,164,1082
1298,478,1843
1299,248,1249
1300,904,1635
1301,143,1403
1302,155,1005
1303,171,1849
1304,848,1189
1305,678,1924
1306,26,1120
1307,860,1558
1308,501,1958
1309,730,1708
1310,779,1633
1311,165,1083
1312,40,1419
1313,97,1926
1314,358,1676
1315,715,1697
1316,523,1686
1317,464,1363
1318,934,1043
1319,632,1244
1320,555,1661
1321,862,1276
1322,406,1645
1323,965,1639
1324,572,1725
1325,424,1777
1326,189,1204
1327,842,1662
1328,823,1285
1329,552,1986
1330,57,1464
1331,511,1451
1332,907,1040
1333,111,1418
1334,607,1283
1335,384,1870
1336,254,1735
1337,459,1942
1338,680,1126
1339,826,1636
1340,45,1771
1341,107,1172
1342,653,1591
1343,227,1325
1344,495,1822
1345,68,1674
1346,75,1859
1347,699,1978
1348,576,1904
1349,421,1240
1350,882,1732
1351,837,1219
1352,960,1985
1353,506,1328
1354,889,1008
1355,416,1197
1356,62,1447
1357,885,1830
1358,247,1432
1359,657,1424
1360,787,1026
1361,89,1315
1362,687,1806
1363,830,1376
1364,346,1215
1365,218,1651
1366,338,1239
1367,818,1398
1368,768,1941
1369,540,1217
1370,859,1302
1371,362,1797
1372,361,1882
1373,100,1343
1374,794,1198
1375,915,1365
1376,288,1917
1377,394,1608
1378,331,1145
1379,179,1587
1380,391,1671
1381,99,1955
1382,981,1060
1383,74,1277
1384,898,1218
1385,988,1920
1386,790,1178
1387,336,1245
1388,753,1045
1389,72,1193
1390,861,1505
1391,581,1135
1392,210,1744
1393,677,1236
1394,425,1687
1395,829,1163
1396,802,1458
1397,706,1647
1398,129,1313
1399,688,1914
1400,554,1770
1401,70,1609
1402,7,1128
1403,567,1235
1404,970,1525
1405,39,1600
1406,819,1944
1407,96,1445
1408,695,1610
1409,496,1834
1410,759,1955
1411,527,1923
1412,511,1433
1413,728,1108
1414,297,1153
1415,916,1986
1416,479,1595
1417,900,1853
1418,595,1544
1419,660,1291
1420,732,1512
1421,187,1624
1422,351,1807
1423,841,1185
1424,366,1840
1425,548,1905
1426,539,1677
1427,231,1829
1428,235,1495
1429,125,1296
1430,453,1849
1431,112,1072
1432,193,1653
1433,378,1345
1434,249,1015
1435,283,1292
1436,574,1210
1437,275,1487
1438,24,1745
1439,291,1154
1440,198,1452
1441,694,1227
1442,153,1393
1443,362,1792
1444,398,1571
1445,404,1932
1446,693,1782
1447,675,1254
1448,888,1416
1449,368,1026
1450,705,1623
1451,974,1832
1452,395,1567
1453,233,1977
1454,141,1158
1455,519,1011
1456,176,1409
1457,375,1099
1458,964,1489
1459,389,1454
1460,4,1023
1461,264,1500
1462,173,1548
1463,918,1493
1464,140,1852
1465,778,1075
1466,209,1663
1467,310,1265
1468,465,1983
1469,813,1727
1470,27,1334
1471,826,1286
1472,160,1626
1473,237,1695
1474,839,1501
1475,382,1260
1476,279,1423
1477,546,1775
1478,642,1488
1479,244,1388
1480,961,1959
1481,221,1336
1482,837,1315
1483,770,1293
1484,649,1180
1485,754,1826
1486,768,1729
1487,318,1394
1488,294,1756
1489,781,1673
1490,102,1089
1491,483,1125
1492,252,1380
1493,326,1200
1494,822,1256
1495,317,1060
1496,721,1381
1497,367,1899
1498,959,1863
1499,26,1118
1500,586,1414
1501,620,1706
1502,52,1413
1503,65,1117
1504,63,1906
1505,659,1950
1506,845,1898
1507,460,1498
1508,347,1152
1509,159,1553
1510,456,1317
1511,847,1032
1512,476,1123
1513,626,1726
1514,56,1662
1515,890,1780
1516,258,1476
1517,835,1088
1518,487,1339
1519,464,1868
1520,948,1847
1521,328,1561
1522,33,1228
1523,74,1881
1524,243,1306
1525,30,1846
1526,925,1785
1527,671,1299
1528,840,1946
1529,434,1845
1530,871,1224
1531,194,1259
1532,413,1337
1533,786,1355
1534,86,1250
1535,956,1446
1536,66,1165
1537,638,1302
1538,831,1383
1539,982,1538
1540,814,1270
1541,451,1399
1542,265,1057
1543,150,1883
1544,968,1482
1545,374,1338
1546,516,1616
1547,573,1598
1548,130,1264
1549,6,1552
1550,402,1560
1551,29,1469
1552,376,1602
1553,281,1891
1554,989,1676
1555,747,1759
1556,454,1298
1557,18,1263
1558,743,1126
1559,220,1557
1560,907,1251
1561,972,1341
1562,240,1810
1563,300,1243
1564,627,1851
1565,891,1116
1566,346,1635
1567,126,1967
1568,339,1096
1569,867,1925
1570,117,1477
1571,815,1098
1572,899,1104
1573,508,1722
1574,534,1028
1575,177,1520
1576,296,1006
1577,805,1700
1578,195,1696
1579,1,1003
1580,691,1408
1581,756,1601
1582,609,1329
1583,509,1192
1584,292,1518
1585,887,1940
1586,719,1596
1587,304,1109
1588,772,1836
1589,793,1958
1590,615,1461
1591,808,1162
1592,89,1406
1593,250,1468
1594,722,1274
1595,100,1907
1596,488,1360
1597,643,1449
1598,748,1943
1599,190,1373
1600,290,1042
1601,106,1029
1602,115,1119
1603,712,1195
1604,842,1793
1605,526,1284
1606,561,1953
1607,650,1723
1608,903,1947
1609,997,1639
1610,895,1539
1611,621,1451
1612,920,1403
1613,944,1492
1614,745,1181
1615,544,1142
1616,97,1848
1617,653,1437
1618,171,1874
1619,379,1576
1620,605,1111
1621,10,1841
1622,820,1021
1623,536,1912
1624,806,1212
1625,350,1054
1626,492,1187
1627,493,1735
1628,801,1081
1629,397,1527
1630,790,1818
1631,584,1645
1632,227,1087
1633,818,1280
1634,422,1533
1635,733,1644
1636,124,1587
1637,157,1716
1638,59,1038
1639,213,1432
1640,295,1641
1641,637,1395
1642,570,1177
1643,412,1640
1644,850,1685
1645,791,1189
1646,332,1650
1647,874,1582
1648,507,1086
1649,612,1169
1650,210,1132
1651,740,1041
1652,415,1767
1653,421,1613
1654,729,1190
1655,274,1672
1656,179,1400
1657,263,1948
1658,558,1703
1659,852,1048
1660,183,1283
1661,497,1209
1662,537,1534
1663,765,1979
1664,149,1893
1665,121,1909
1666,856,1133
1667,824,1332
1668,90,1919
1669,777,1566
1670,208,1114
1671,541,1434
1672,331,1143
1673,848,1385
1674,257,1865
1675,44,1528
1676,543,1649
1677,851,1384
1678,387,1787
1679,441,1504
1680,169,1247
1681,394,1196
1682,741,1230
1683,324,1101
1684,299,1201
1685,107,1657
1686,658,1975
1687,276,1917
1688,502,1232
1689,239,1788
1690,431,1594
1691,762,1078
1692,469,1990
1693,468,1758
1694,606,1838
1695,514,1859
1696,113,1581
1697,988,1707
1698,624,1801
1699,723,1668
1700,644,1318
1701,677,1941
1702,429,1278
1703,409,1397
1704,489,1844
1705,563,1573
1706,142,1606
1707,958,1654
1708,549,1797
1709,471,1563
1710,260,1361
1711,419,1268
1712,692,1568
1713,976,1170
1714,34,1762
1715,484,1956
1716,545,1621
1717,51,1267
1718,531,1543
1719,199,1016
1720,37,1732
1721,212,1047
1722,57,1884
1723,990,1890
1724,618,1294
1725,8,1997
1726,784,1231
1727,466,1390
1728,12,1679
1729,270,1398
1730,942,1666
1731,256,1821
1732,528,1084
1733,651,1830
1734,757,1674
1735,19,1325
1736,700,1822
1737,943,1945
1738,530,1589
1739,138,1090
1740,774,1215
1741,128,1877
1742,731,1741
1743,185,1182
1744,416,1010
1745,518,1097
1746,399,1680
1747,418,1789
1748,435,1882
1749,630,1370
1750,54,1173
1751,184,1129
1752,715,1424
1753,752,1684
1754,906,1213
1755,647,1324
1756,25,1184
1757,400,1800
1758,522,1107
1759,267,1463
1760,870,1811
1761,60,1240
1762,896,1982
1763,576,1191
1764,327,1342
1765,99,1022
1766,67,1962
1767,325,1629
1768,787,1855
1769,977,1825
1770,954,1683
1771,679,1511
1772,189,1049
1773,485,1993
1774,864,1415
1775,372,1786
1776,641,1428
1777,614,1643
1778,730,1135
1779,737,1411
1780,886,1441
1781,602,1244
1782,969,1689
1783,42,1691
1784,139,1243
1785,439,1781
1786,744,1843
1787,91,1798
1788,709,1071
1789,960,1661
1790,807,1627
1791,735,1388
1792,957,1687
1793,41,1870
1794,226,1013
1795,63,1611
1796,323,1098
1797,290,1646
1798,881,1583
1799,786,1101
1800,452,1653
1801,792,1672
1802,737,1644
1803,77,1545
1804,560,1669
1805,808,1976
1806,670,1747
1807,52,1731
1808,300,1621
1809,978,1331
1810,654,1368
1811,884,1665
1812,179,1421
1813,505,1085
1814,531,1503
1815,617,1856
1816,911,1203
1817,549,1404
1818,376,1554
1819,514,1025
1820,241,1053
1821,57,1683
1822,428,1820
1823,14,1960
1824,295,1361
1825,341,1488
1826,299,1281
1827,873,1321
1828,462,1150
1829,922,1042
1830,935,1183
1831,727,1455
1832,20,1061
1833,731,1032
1834,854,1096
1835,338,1400
1836,69,1481
1837,121,1907
1838,346,1471
1839,386,1836
1840,438,1443
1841,803,1829
1842,488,1485
1843,729,1295
1844,380,1039
1845,59,1734
1846,964,1501
1847,525,1619
1848,93,1926
1849,671,1749
1850,502,1314
1851,26,1655
1852,212,1709
1853,827,1239
1854,105,1307
1855,667,1457
1856,264,1406
1857,982,1935
1858,24,1132
1859,67,1552
1860,973,1595
1861,966,1656
1862,644,1093
1863,142,1177
1864,949,1376
1865,361,1210
1866,13,1124
1867,550,1259
1868,579,1824
1869,223,1788
1870,176,1030
1871,591,1261
1872,606,1420
1873,435,1525
1874,602,1822
1875,629,1208
1876,188,1876
1877,297,1897
1878,693,1840
1879,931,1205
1880,306,1498
1881,209,1555
1882,248,1902
1883,339,1465
1884,257,1316
1885,696,1680
1886,186,1765
1887,418,1966
1888,486,1711
1889,268,1737
1890,222,1395
1891,910,1212
1892,862,1102
1893,749,1190
1894,448,1220
1895,860,1949
1896,236,1272
1897,206,1968
1898,896,1159
1899,278,1008
1900,764,1054
1901,141,1930
1902,913,1084
1903,347,1219
1904,9,1289
1905,983,1127
1906,933,1727
1907,789,1466
1908,902,1973
1909,256,1779
1910,73,1648
1911,50,1207
1912,460,1269
1913,127,1234
1914,344,1313
1915,755,1643
1916,205,1161
1917,692,1145
1918,556,1076
1919,515,1077
1920,836,1585
1921,406,1275
1922,1000,1079
1923,561,1437
1924,700,1005
1925,569,1026
1926,782,1589
1927,879,1533
1928,611,1805
1929,204,1929
1930,5,1447
1931,778,1802
1932,58,1998
1933,649,1668
1934,301,1364
1935,588,1570
1936,815,1899
1937,480,1468
1938,510,1317
1939,926,1088
1940,458,1963
1941,736,1419
1942,980,1094
1943,463,1756
1944,977,1846
1945,259,1986
1946,377,1423
1947,296,1344
1948,946,1740
1949,56,1484
1950,182,1928
1951,353,1911
1952,845,1784
1953,423,1022
1954,285,1964
1955,87,1341
1956,86,1717
1957,777,1686
1958,831,1858
1959,816,1282
1960,603,1117
1961,710,1649
1962,30,1482
1963,298,1381
1964,40,1162
1965,148,1108
1966,85,1123
1967,410,1866
1968,584,1106
1969,500,1267
1970,790,1065
1971,62,1948
1972,880,1860
1973,322,1942
1974,320,1576
1975,492,1431
1976,694,1542
1977,590,1540
1978,761,1496
1979,354,1495
1980,151,1664
1981,996,1379
1982,537,1335
1983,286,1365
1984,990,1900
1985,456,1173
1986,647,1819
1987,383,1464
1988,793,1090
1989,678,1567
1990,16,1346
1991,273,1519
1992,914,1490
1993,316,1200
1994,613,1363
1995,152,1442
1996,190,1462
1997,43,1975
1998,78,1697
1999,637,1933
2000,698,1569
