ActivitiesTrainersID,ActivityID,TrainerID,IsHeadTrainer
2436,436,3436,false
2437,437,3437,false
2438,438,3438,false
2439,439,3439,false
2440,440,3440,false
2441,441,3441,false
2442,442,3442,false
2443,443,3443,false
2444,444,3444,false
2445,445,3445,false
2446,446,3446,false
2447,447,3447,false
2448,448,3448,false
2449,449,3449,false
2450,450,3450,false
2451,451,3451,false
2452,452,3452,false
2453,453,3453,false
2454,454,3454,false
2455,455,3455,false
2456,456,3456,false
2457,457,3457,false
2458,458,3458,false
2459,459,3459,false
2460,460,3460,false
2461,461,3461,false
2462,462,3462,false
2463,463,3463,false
2464,464,3464,false
2465,465,3465,false
2466,466,3466,false
2467,467,3467,false
2468,468,3468,false
2469,469,3469,false
2470,470,3470,false
2471,471,3471,false
2472,472,3472,false
2473,473,3473,false
2474,474,3474,false
2475,475,3475,false
2476,476,3476,false
2477,477,3477,false
2478,478,3478,false
2479,479,3479,false
2480,480,3480,false
2481,481,3481,false
2482,482,3482,false
2483,483,3483,false
2484,484,3484,false
2485,485,3485,false
2486,486,3486,false
2487,487,3487,false
2488,488,3488,false
2489,489,3489,false
2490,490,3490,false
2491,491,3491,false
2492,492,3492,false
2493,493,3493,false
2494,494,3494,false
2495,495,3495,false
2496,496,3496,false
2497,497,3497,false
2498,498,3498,false
2499,499,3499,false
2500,500,3500,false
2501,501,3501,false
2502,502,3502,false
2503,503,3503,false
2504,504,3504,false
2505,505,3505,false
2506,506,3506,false
2507,507,3507,false
2508,508,3508,false
2509,509,3509,false
2510,510,3510,false
2511,511,3511,false
2512,512,3512,false
2513,513,3513,false
2514,514,3514,false
2515,515,3515,false
2516,516,3516,false
2517,517,3517,false
2518,518,3518,false
2519,519,3519,false
2520,520,3520,false
2521,521,3521,false
2522,522,3522,false
2523,523,3523,false
2524,524,3524,false
2525,525,3525,false
2526,526,3526,false
2527,527,3527,false
2528,528,3528,false
2529,529,3529,false
2530,530,3530,false
2531,531,3531,false
2532,532,3532,false
2533,533,3533,false
2534,534,3534,false
2535,535,3535,false
2536,536,3536,false
2537,537,3537,false
2538,538,3538,false
2539,539,3539,false
2540,540,3540,false
2541,541,3541,false
2542,542,3542,false
2543,543,3543,false
2544,544,3544,false
2545,545,3545,false
2546,546,3546,false
2547,547,3547,false
2548,548,3548,false
2549,549,3549,false
2550,550,3550,false
2551,551,3551,false
2552,552,3552,false
2553,553,3553,false
2554,554,3554,false
2555,555,3555,false
2556,556,3556,false
2557,557,3557,false
2558,558,3558,false
2559,559,3559,false
2560,560,3560,false
2561,561,3561,false
2562,562,3562,false
2563,563,3563,false
2564,564,3564,false
2565,565,3565,false
2566,566,3566,false
2567,567,3567,false
2568,568,3568,false
2569,569,3569,false
2570,570,3570,false
2571,571,3571,false
2572,572,3572,false
2573,573,3573,false
2574,574,3574,false
2575,575,3575,false
2576,576,3576,false
2577,577,3577,false
2578,578,3578,false
2579,579,3579,false
2580,580,3580,false
2581,581,3581,false
2582,582,3582,false
2583,583,3583,false
2584,584,3584,false
2585,585,3585,false
2586,586,3586,false
2587,587,3587,false
2588,588,3588,false
2589,589,3589,false
2590,590,3590,false
2591,591,3591,false
2592,592,3592,false
2593,593,3593,false
2594,594,3594,false
2595,595,3595,false
2596,596,3596,false
2597,597,3597,false
2598,598,3598,false
2599,599,3599,false
2600,600,3600,false
2601,601,3601,false
2602,602,3602,false
2603,603,3603,false
2604,604,3604,false
2605,605,3605,false
2606,606,3606,false
2607,607,3607,false
2608,608,3608,false
2609,609,3609,false
2610,610,3610,false
2611,611,3611,false
2612,612,3612,false
2613,613,3613,false
2614,614,3614,false
2615,615,3615,false
2616,616,3616,false
2617,617,3617,false
2618,618,3618,false
2619,619,3619,false
2620,620,3620,false
2621,621,3621,false
2622,622,3622,false
2623,623,3623,false
2624,624,3624,false
2625,625,3625,false
2626,626,3626,false
2627,627,3627,false
2628,628,3628,false
2629,629,3629,false
2630,630,3630,false
2631,631,3631,false
2632,632,3632,false
2633,633,3633,false
2634,634,3634,false
2635,635,3635,false
2636,636,3636,false
2637,637,3637,false
2638,638,3638,false
2639,639,3639,false
2640,640,3640,false
2641,641,3641,false
2642,642,3642,false
2643,643,3643,false
2644,644,3644,false
2645,645,3645,false
2646,646,3646,false
2647,647,3647,false
2648,648,3648,false
2649,649,3649,false
2650,650,3650,false
2651,651,3651,false
2652,652,3652,false
2653,653,3653,false
2654,654,3654,false
2655,655,3655,false
2656,656,3656,false
2657,657,3657,false
2658,658,3658,false
2659,659,3659,false
2660,660,3660,false
2661,661,3661,false
2662,662,3662,false
2663,663,3663,false
2664,664,3664,false
2665,665,3665,false
2666,666,3666,false
2667,667,3667,false
2668,668,3668,false
2669,669,3669,false
2670,670,3670,false
2671,671,3671,false
2672,672,3672,false
2673,673,3673,false
2674,674,3674,false
2675,675,3675,false
2676,676,3676,false
2677,677,3677,false
2678,678,3678,false
2679,679,3679,false
2680,680,3680,false
2681,681,3681,false
2682,682,3682,false
2683,683,3683,false
2684,684,3684,false
2685,685,3685,false
2686,686,3686,false
2687,687,3687,false
2688,688,3688,false
2689,689,3689,false
2690,690,3690,false
2691,691,3691,false
2692,692,3692,false
2693,693,3693,false
2694,694,3694,false
2695,695,3695,false
2696,696,3696,false
2697,697,3697,false
2698,698,3698,false
2699,699,3699,false
2700,700,3700,false
2701,701,3701,false
2702,702,3702,false
2703,703,3703,false
2704,704,3704,false
2705,705,3705,false
2706,706,3706,false
2707,707,3707,false
2708,708,3708,false
2709,709,3709,false
2710,710,3710,false
2711,711,3711,false
2712,712,3712,false
2713,713,3713,false
2714,714,3714,false
2715,715,3715,false
2716,716,3716,false
2717,717,3717,false
2718,718,3718,false
2719,719,3719,false
2720,720,3720,false
2721,721,3721,false
2722,722,3722,false
2723,723,3723,false
2724,724,3724,false
2725,725,3725,false
2726,726,3726,false
2727,727,3727,false
2728,728,3728,false
2729,729,3729,false
2730,730,3730,false
2731,731,3731,false
2732,732,3732,false
2733,733,3733,false
2734,734,3734,false
2735,735,3735,false
2736,736,3736,false
2737,737,3737,false
2738,738,3738,false
2739,739,3739,false
2740,740,3740,false
2741,741,3741,false
2742,742,3742,false
2743,743,3743,false
2744,744,3744,false
2745,745,3745,false
2746,746,3746,false
2747,747,3747,false
2748,748,3748,false
2749,749,3749,false
2750,750,3750,false
2751,751,3751,false
2752,752,3752,false
2753,753,3753,false
2754,754,3754,false
2755,755,3755,false
2756,756,3756,false
2757,757,3757,false
2758,758,3758,false
2759,759,3759,false
2760,760,3760,false
2761,761,3761,false
2762,762,3762,false
2763,763,3763,false
2764,764,3764,false
2765,765,3765,false
2766,766,3766,false
2767,767,3767,false
2768,768,3768,false
2769,769,3769,false
2770,770,3770,false
2771,771,3771,false
2772,772,3772,false
2773,773,3773,false
2774,774,3774,false
2775,775,3775,false
2776,776,3776,false
2777,777,3777,false
2778,778,3778,false
2779,779,3779,false
2780,780,3780,false
2781,781,3781,false
2782,782,3782,false
2783,783,3783,false
2784,784,3784,false
2785,785,3785,false
2786,786,3786,false
2787,787,3787,false
2788,788,3788,false
2789,789,3789,false
2790,790,3790,false
2791,791,3791,false
2792,792,3792,false
2793,793,3793,false
2794,794,3794,false
2795,795,3795,false
2796,796,3796,false
2797,797,3797,false
2798,798,3798,false
2799,799,3799,false
2800,800,3800,false
2801,801,3801,false
2802,802,3802,false
2803,803,3803,false
2804,804,3804,false
2805,805,3805,false
2806,806,3806,false
2807,807,3807,false
2808,808,3808,false
2809,809,3809,false
2810,810,3810,false
2811,811,3811,false
2812,812,3812,false
2813,813,3813,false
2814,814,3814,false
2815,815,3815,false
2816,816,3816,false
2817,817,3817,false
2818,818,3818,false
2819,819,3819,false
2820,820,3820,false
2821,821,3821,false
2822,822,3822,false
2823,823,3823,false
2824,824,3824,false
2825,825,3825,false
2826,826,3826,false
2827,827,3827,false
2828,828,3828,false
2829,829,3829,false
2830,830,3830,false
2831,831,3831,false
2832,832,3832,false
2833,833,3833,false
2834,834,3834,false
2835,835,3835,false
2836,836,3836,false
2837,837,3837,false
2838,838,3838,false
2839,839,3839,false
2840,840,3840,false
2841,841,3841,false
2842,842,3842,false
2843,843,3843,false
2844,844,3844,false
2845,845,3845,false
2846,846,3846,false
2847,847,3847,false
2848,848,3848,false
2849,849,3849,false
2850,850,3850,false
2851,851,3851,false
2852,852,3852,false
2853,853,3853,false
2854,854,3854,false
2855,855,3855,false
2856,856,3856,false
2857,857,3857,false
2858,858,3858,false
2859,859,3859,false
2860,860,3860,false
2861,861,3861,false
2862,862,3862,false
2863,863,3863,false
2864,864,3864,false
2865,865,3865,false
2866,866,3866,false
2867,867,3867,false
2868,868,3868,false
2869,869,3869,false
2870,870,3870,false
2871,871,3871,false
2872,872,3872,false
2873,873,3873,false
2874,874,3874,false
2875,875,3875,false
2876,876,3876,false
2877,877,3877,false
2878,878,3878,false
2879,879,3879,false
2880,880,3880,false
2881,881,3881,false
2882,882,3882,false
2883,883,3883,false
2884,884,3884,false
2885,885,3885,false
2886,886,3886,false
2887,887,3887,false
2888,888,3888,false
2889,889,3889,false
2890,890,3890,false
2891,891,3891,false
2892,892,3892,false
2893,893,3893,false
2894,894,3894,false
2895,895,3895,false
2896,896,3896,false
2897,897,3897,false
2898,898,3898,false
2899,899,3899,false
2900,900,3900,false
2901,901,3901,false
2902,902,3902,false
2903,903,3903,false
2904,904,3904,false
2905,905,3905,false
2906,906,3906,false
2907,907,3907,false
2908,908,3908,false
2909,909,3909,false
2910,910,3910,false
2911,911,3911,false
2912,912,3912,false
2913,913,3913,false
2914,914,3914,false
2915,915,3915,false
2916,916,3916,false
2917,917,3917,false
2918,918,3918,false
2919,919,3919,false
2920,920,3920,false
2921,921,3921,false
2922,922,3922,false
2923,923,3923,false
2924,924,3924,false
2925,925,3925,false
2926,926,3926,false
2927,927,3927,false
2928,928,3928,false
2929,929,3929,false
2930,930,3930,false
2931,931,3931,false
2932,932,3932,false
2933,933,3933,false
2934,934,3934,false
2935,935,3935,false
2936,936,3936,false
2937,937,3937,false
2938,938,3938,false
2939,939,3939,false
2940,940,3940,false
2941,941,3941,false
2942,942,3942,false
2943,943,3943,false
2944,944,3944,false
2945,945,3945,false
2946,946,3946,false
2947,947,3947,false
2948,948,3948,false
2949,949,3949,false
2950,950,3950,false
2951,951,3951,false
2952,952,3952,false
2953,953,3953,false
2954,954,3954,false
2955,955,3955,false
2956,956,3956,false
2957,957,3957,false
2958,958,3958,false
2959,959,3959,false
2960,960,3960,false
2961,961,3961,false
2962,962,3962,false
2963,963,3963,false
2964,964,3964,false
2965,965,3965,false
2966,966,3966,false
2967,967,3967,false
2968,968,3968,false
2969,969,3969,false
2970,970,3970,false
2971,971,3971,false
2972,972,3972,false
2973,973,3973,false
2974,974,3974,false
2975,975,3975,false
2976,976,3976,false
2977,977,3977,false
2978,978,3978,false
2979,979,3979,false
2980,980,3980,false
2981,981,3981,false
2982,982,3982,false
2983,983,3983,false
2984,984,3984,false
2985,985,3985,false
2986,986,3986,false
2987,987,3987,false
2988,988,3988,false
2989,989,3989,false
2990,990,3990,false
2991,991,3991,false
2992,992,3992,false
2993,993,3993,false
2994,994,3994,false
2995,995,3995,false
2996,996,3996,false
2997,997,3997,false
2998,998,3998,false
2999,999,3999,false
3000,1000,4000,false
